idx,band,song,id,spread_oct,peak_ratio,fold_med,dur,flagged,segs
280,mygo,夜隠染,mygo__280,1.47,2.091,112.3,201.0,0,112|117|112|112|112|112
437,poppin_party,Moonlight Walk,poppin_party__437,1.45,1.929,95.7,226.6,0,96|96|96|96|96|92
463,poppin_party,ちゅ、多様性。 (Cover),poppin_party__463,1.44,2.000,152.0,188.1,0,152|152|152|152|152|152
307,pastel_palettes,しゅわりん☆どり〜みん,pastel_palettes__307,1.43,1.467,172.3,236.4,0,172|172|172|172|172|172
431,poppin_party,トレモロアイズ,poppin_party__431,1.43,1.938,161.5,241.4,0,161|161|161|161|161|161
448,poppin_party,どきどきデエト,poppin_party__448,1.43,2.000,92.3,217.3,0,92|92|92|92|92|92
452,poppin_party,Freedom,poppin_party__452,1.43,2.000,161.5,264.6,0,161|161|161|161|161|161
61,afterglow,Redo (Cover),afterglow__061,1.40,1.929,95.7,261.6,0,96|96|96|96|92|96
412,poppin_party,1000回潤んだ空,poppin_party__412,1.40,2.000,92.3,330.8,0,117|92|92|92|92|92
124,hello_happy_world,現るっ！大怪盗ハロハッピー！,hello_happy_world__124,1.39,1.500,92.3,224.1,0,92|92|92|92|92|92
392,poppin_party,最高(さあ行こう)！,poppin_party__392,1.38,2.071,92.3,228.9,0,92|92|92|92|92|92
490,raise_a_suilen,Invincible Fighter,raise_a_suilen__490,1.38,2.000,99.4,250.9,0,99|99|99|99|99|99
155,hello_happy_world,はいよろこんで (Cover),hello_happy_world__155,1.36,1.944,143.6,160.2,0,144|144|144|148|148|144
315,pastel_palettes,Wonderland Girl,pastel_palettes__315,1.36,1.474,136.0,271.0,0,136|136|136|136|136|136
234,morfonica,アゲハ蝶 (Cover),morfonica__234,1.35,2.000,117.5,280.7,0,117|117|117|117|117|117
364,pastel_palettes,Q＆A　リサイタル！ (Cover),pastel_palettes__364,1.35,2.000,92.3,291.2,0,92|92|92|92|92|92
548,raise_a_suilen,ラスハピーポー！,raise_a_suilen__548,1.34,2.000,99.4,200.4,0,99|99|99|99|99|99
33,afterglow,Butter-Fly,afterglow__033,1.33,2.000,172.3,250.2,0,172|172|172|172|172|172
231,morfonica,メリッサ (Cover),morfonica__231,1.33,2.000,172.3,256.8,0,172|172|172|172|172|172
311,pastel_palettes,ゆめゆめグラデーション,pastel_palettes__311,1.33,2.000,136.0,284.7,0,136|136|136|136|136|136
569,raise_a_suilen,CORE PRIDE (Cover),raise_a_suilen__569,1.31,2.000,92.3,257.2,0,92|92|92|92|92|92
163,hello_happy_world,ロメオ (Cover),hello_happy_world__163,1.30,2.056,139.7,320.2,0,140|140|144|144|140|140
485,poppin_party,チェリボム (Cover),poppin_party__485,1.30,1.929,92.3,246.4,0,92|96|92|92|92|92
403,poppin_party,White Afternoon,poppin_party__403,1.29,2.000,143.6,300.0,0,144|144|144|144|144|144
565,raise_a_suilen,狂乱 Hey Kids!! (Cover),raise_a_suilen__565,1.29,1.500,143.6,249.9,0,144|144|144|144|144|144
419,poppin_party,What's the POPIPA!?,poppin_party__419,1.28,2.000,92.3,278.7,0,92|92|92|92|92|92
515,raise_a_suilen,CORUSCATE -DNA-,raise_a_suilen__515,1.28,2.059,147.7,287.4,0,148|148|152|148|148|148
329,pastel_palettes,DANCE! おジャ魔女,pastel_palettes__329,1.27,2.000,152.0,196.5,0,152|152|152|152|152|152
398,poppin_party,NO GIRL NO CRY/Poppin'Party Ver.,poppin_party__398,1.27,1.929,95.7,312.8,0,96|96|92|96|92|96
462,poppin_party,NO GIRL NO CRY (Poppin'Party Ver.),poppin_party__462,1.27,1.929,95.7,312.8,0,96|96|92|96|92|96
174,hello_happy_world,ダーリンダンス (Cover),hello_happy_world__174,1.26,2.000,152.0,207.6,0,152|152|152|152|152|152
540,raise_a_suilen,WELCOME TO PANDEMONIUM,raise_a_suilen__540,1.26,1.923,103.4,254.8,0,103|99|103|103|103|103
324,pastel_palettes,ハナヒバナ,pastel_palettes__324,1.25,1.929,95.7,274.2,0,96|96|96|92|96|96
348,pastel_palettes,だから、ひとりじゃない (Cover),pastel_palettes__348,1.25,2.071,178.2,230.1,0,178|178|178|178|178|178
624,roselia,THRONE OF ROSE,roselia__624,1.24,2.000,161.5,312.4,0,161|161|161|161|161|161
487,poppin_party,怪物 (Cover),poppin_party__487,1.23,2.000,172.3,206.6,0,172|172|172|172|172|172
510,raise_a_suilen,Domination to world,raise_a_suilen__510,1.23,2.000,99.4,258.2,0,99|99|99|99|99|99
356,pastel_palettes,からくりピエロ (Cover),pastel_palettes__356,1.22,1.923,99.4,252.2,0,99|99|99|103|99|99
374,pastel_palettes,ノスタルジックレインフォール (Cover),pastel_palettes__374,1.21,1.938,161.5,237.0,0,161|161|161|161|161|161
421,poppin_party,アニバーサリー,poppin_party__421,1.21,1.533,172.3,273.8,0,172|172|172|172|172|172
3,afterglow,I knew it!,afterglow__003,1.20,2.000,99.4,291.3,0,99|99|99|99|99|99
156,hello_happy_world,シカ色デイズ (Cover),hello_happy_world__156,1.20,2.000,92.3,202.2,0,92|92|92|92|92|92
562,raise_a_suilen,ボッカデラベリタ (Cover),raise_a_suilen__562,1.20,2.000,172.3,202.0,0,172|172|172|172|172|172
159,hello_happy_world,許婚っきゅん (Cover),hello_happy_world__159,1.19,1.944,143.6,177.5,0,144|144|144|144|148|144
479,poppin_party,君じゃなきゃダメみたい (Cover),poppin_party__479,1.19,2.000,129.2,239.7,0,129|129|129|129|129|129
489,poppin_party,空色デイズ (Cover),poppin_party__489,1.19,2.000,172.3,253.8,0,172|172|172|172|172|172
112,hello_happy_world,ないすみちゅっ！,hello_happy_world__112,1.18,2.000,172.3,257.2,0,172|172|172|172|172|172
229,morfonica,青空のラプソディ (Cover),morfonica__229,1.17,2.000,136.0,277.4,0,136|136|136|136|136|136
598,roselia,Sprechchor,roselia__598,1.17,2.000,152.0,310.0,0,152|152|152|152|152|152
224,morfonica,Overdose (Cover),morfonica__224,1.16,2.000,117.5,194.0,0,117|117|117|117|117|117
299,mygo,猛独が襲う (Cover),mygo__299,1.16,1.941,156.6,254.3,0,157|157|157|157|157|152
493,raise_a_suilen,UNSTOPPABLE,raise_a_suilen__493,1.16,1.533,172.3,230.5,0,172|172|172|172|172|172
71,afterglow,I love your way！,afterglow__071,1.15,2.000,129.2,263.7,0,129|129|129|129|129|129
481,poppin_party,DAYS of DASH (Cover),poppin_party__481,1.15,1.500,161.5,253.7,0,161|161|161|161|161|161
13,afterglow,いつも通りのBrand new days,afterglow__013,1.14,2.077,95.7,237.3,0,96|96|99|96|99|99
368,pastel_palettes,ハッピーシンセサイザ (Cover),pastel_palettes__368,1.14,2.000,129.2,238.0,0,129|129|129|129|129|129
289,mygo,静降想,mygo__289,1.13,2.000,92.3,278.2,0,92|92|92|92|92|92
151,hello_happy_world,えがお、み〜っけた！,hello_happy_world__151,1.12,2.000,143.6,270.2,0,144|144|144|144|144|144
305,pastel_palettes,あっつあつ 常夏 らぶ☆サマー！,pastel_palettes__305,1.12,2.000,172.3,246.9,0,172|172|172|172|172|172
391,poppin_party,二重の虹(ダブル レインボウ),poppin_party__391,1.12,1.929,92.3,246.2,0,92|92|92|92|92|92
549,raise_a_suilen,1/3の純情な感情 (Cover),raise_a_suilen__549,1.12,2.000,152.0,222.9,0,152|152|152|152|152|152
232,morfonica,COLORFUL BOX (Cover),morfonica__232,1.11,2.000,161.5,238.4,0,161|161|161|161|161|161
312,pastel_palettes,はなまる◎アンダンテ,pastel_palettes__312,1.11,1.067,161.5,226.5,0,161|161|167|161|161|161
407,poppin_party,キズナミュージック♪,poppin_party__407,1.11,1.929,92.3,315.4,0,92|92|92|96|92|96
129,hello_happy_world,えがお、あーゆーれでぃ???,hello_happy_world__129,1.07,1.947,136.0,226.3,0,136|136|136|136|136|136
271,mygo,名無声,mygo__271,1.07,1.077,92.3,271.7,0,92|92|96|96|92|99
264,mygo,歌いましょう鳴らしましょう,mygo__264,1.06,1.917,112.3,176.5,0,108|112|112|112|108|108
589,roselia,約束,roselia__589,1.06,1.909,123.0,304.6,0,123|123|123|123|123|123
365,pastel_palettes,ヒトリゴト (Cover),pastel_palettes__365,1.05,1.938,161.5,235.3,0,161|161|161|161|161|161
525,raise_a_suilen,R・I・O・T,raise_a_suilen__525,1.05,2.056,139.7,334.4,0,140|140|140|140|140|140
6,afterglow,"Easy come, Easy go!",afterglow__006,1.04,1.900,136.0,243.4,0,136|136|136|136|136|136
321,pastel_palettes,Brand new Pastel Road!,pastel_palettes__321,1.04,2.000,172.3,255.5,0,172|172|172|172|172|172
361,pastel_palettes,ふわふわ時間 (Cover),pastel_palettes__361,1.04,2.071,92.3,245.2,0,92|92|92|92|92|99
343,pastel_palettes,ホワイト ノスタルジア,pastel_palettes__343,1.03,1.474,136.0,283.8,0,136|136|136|136|136|136
457,poppin_party,ほな！,poppin_party__457,1.03,2.000,92.3,227.2,0,92|92|92|92|92|92
464,poppin_party,フィクション (Cover),poppin_party__464,1.03,1.909,123.0,232.0,0,123|123|123|123|123|123
652,roselia,Red fraction (Cover),roselia__652,1.03,1.500,143.6,201.0,0,144|144|144|144|144|144
121,hello_happy_world,はれやか すこやか ぴかりんりん♪,hello_happy_world__121,1.02,3.091,117.5,256.4,0,117|117|117|117|117|117
123,hello_happy_world,Happy! Happier! Happiest!,hello_happy_world__123,1.01,2.000,172.3,242.9,0,172|172|172|172|172|172
240,mugendai_mutype,チューニング,mugendai_mutype__240,1.01,2.077,99.4,196.0,0,99|99|99|99|99|99
48,afterglow,オレンジ (Cover),afterglow__048,1.00,2.000,99.4,235.6,0,99|99|99|99|99|99
346,pastel_palettes,Sparkling Daydream (Cover),pastel_palettes__346,1.00,1.467,172.3,249.2,0,172|172|172|172|172|172
559,raise_a_suilen,劣等上等 (Cover),raise_a_suilen__559,1.00,1.500,161.5,237.1,0,161|161|161|161|161|161
26,afterglow,アイのシナリオ,afterglow__026,0.99,2.071,92.3,259.8,0,92|92|92|92|92|92
310,pastel_palettes,Winking☆Cheer,pastel_palettes__310,0.99,2.000,99.4,310.1,0,99|99|99|99|99|99
357,pastel_palettes,みくみくにしてあげる♪【してやんよ】 (Cover),pastel_palettes__357,0.99,1.500,161.5,103.5,0,161|161|161|161|161|161
382,poppin_party,前へススメ！,poppin_party__382,0.99,2.071,92.3,309.5,0,92|92|92|92|92|92
303,pastel_palettes,ゆら・ゆらRing-Dong-Dance,pastel_palettes__303,0.98,2.000,172.3,265.1,0,172|172|172|172|172|172
654,roselia,Paradisus‐Paradoxum (Cover),roselia__654,0.98,2.000,99.4,232.7,0,99|99|99|99|99|99
58,afterglow,瞬間センチメンタル (Cover),afterglow__058,0.97,2.067,172.3,230.9,0,172|172|172|167|172|167
127,hello_happy_world,おもいやりハーモニー,hello_happy_world__127,0.96,2.000,136.0,231.5,0,136|136|136|136|136|136
612,roselia,Blessing Chord,roselia__612,0.96,2.000,152.0,277.2,0,152|152|152|152|152|152
36,afterglow,IGNITE GLOW,afterglow__036,0.95,3.900,132.5,267.4,0,129|133|129|133|133|133
152,hello_happy_world,上海ハニー (Cover),hello_happy_world__152,0.95,2.000,129.2,178.2,0,129|129|129|129|129|129
221,morfonica,輪舞-revolution (Cover),morfonica__221,0.93,2.000,129.2,273.5,0,129|129|129|129|129|129
409,poppin_party,夢を撃ち抜く瞬間に！,poppin_party__409,0.93,1.923,99.4,280.6,0,99|99|99|99|99|99
21,afterglow,極彩色,afterglow__021,0.92,2.000,92.3,238.6,0,92|92|92|92|92|92
45,afterglow,abnormalize (Cover),afterglow__045,0.92,1.467,172.3,219.0,0,172|172|172|172|172|172
347,pastel_palettes,春を告げる (Cover),pastel_palettes__347,0.92,3.909,117.5,198.9,0,120|117|120|120|117|120
269,mygo,迷路日々,mygo__269,0.91,2.000,129.2,215.5,0,129|129|129|129|129|129
304,pastel_palettes,もういちど ルミナス,pastel_palettes__304,0.91,2.067,172.3,260.0,0,172|172|172|172|172|172
56,afterglow,天ノ弱 (Cover),afterglow__056,0.89,2.000,99.4,187.8,0,99|99|99|99|99|99
62,afterglow,インフェルノ (Cover),afterglow__062,0.89,2.000,92.3,214.2,0,92|92|92|92|92|92
366,pastel_palettes,惑星ループ (Cover),pastel_palettes__366,0.89,2.000,172.3,206.8,0,172|172|172|172|172|172
387,poppin_party,八月のif,poppin_party__387,0.89,3.909,117.5,275.7,0,120|117|117|117|117|120
413,poppin_party,HAPPY HAPPY PARTY!,poppin_party__413,0.89,2.056,139.7,282.5,0,144|140|140|140|140|140
482,poppin_party,檄！帝国華撃団 (Cover),poppin_party__482,0.89,2.000,143.6,184.6,0,144|144|144|144|144|117
135,hello_happy_world,コレカラ,hello_happy_world__135,0.88,2.000,161.5,214.9,0,161|161|161|161|161|161
406,poppin_party,Dreamers Go!,poppin_party__406,0.88,2.000,92.3,258.0,0,92|92|92|92|92|92
133,hello_happy_world,太陽曰く燃えよカオス,hello_happy_world__133,0.87,2.000,143.6,239.2,0,144|144|144|144|144|144
130,hello_happy_world,ハッピーサマーウェディング,hello_happy_world__130,0.86,2.000,129.2,284.7,0,129|129|129|129|129|129
594,roselia,Keep Heart,roselia__594,0.86,2.000,99.4,246.0,0,99|99|99|99|99|99
143,hello_happy_world,キミを れっつ・はぶ・ふぁん♪,hello_happy_world__143,0.84,2.062,161.5,235.0,0,161|161|161|161|161|161
509,raise_a_suilen,BATTLE CRY,raise_a_suilen__509,0.84,1.929,92.3,234.4,0,92|92|92|92|92|92
370,pastel_palettes,Make it! (Cover),pastel_palettes__370,0.83,2.000,172.3,252.4,0,172|172|172|172|172|172
582,roselia,R,roselia__582,0.82,1.929,92.3,285.3,0,92|92|92|92|92|92
68,afterglow,Don't say “lazy” (Cover),afterglow__068,0.81,2.071,92.3,275.7,0,92|92|92|92|92|99
122,hello_happy_world,ふわふわ☆ゆめいろサンドイッチ,hello_happy_world__122,0.81,2.000,129.2,292.0,0,129|129|129|129|129|129
411,poppin_party,夏空 SUN! SUN! SEVEN!,poppin_party__411,0.81,1.933,172.3,271.2,0,172|172|172|172|172|172
528,raise_a_suilen,Apocalypse,raise_a_suilen__528,0.81,1.529,152.0,252.6,0,152|152|152|152|152|152
557,raise_a_suilen,ボッカデラべリタ (Cover),raise_a_suilen__557,0.79,2.000,172.3,201.8,0,172|172|172|172|172|172
223,morfonica,祝福 (Cover),morfonica__223,0.78,2.000,172.3,194.3,0,172|172|172|172|172|172
410,poppin_party,ぽっぴん'しゃっふる,poppin_party__410,0.78,1.917,107.7,278.2,0,108|108|108|108|108|108
503,raise_a_suilen,mind of Prominence,raise_a_suilen__503,0.78,1.077,92.3,266.2,0,92|92|92|92|92|92
336,pastel_palettes,ドラマチック！アライブ,pastel_palettes__336,0.77,2.000,92.3,259.5,0,92|92|92|92|92|92
376,poppin_party,STAR BEAT!～ホシノコドウ～,poppin_party__376,0.76,2.000,99.4,320.7,0,99|99|99|99|99|99
175,hello_happy_world,ノーポイッ！ (Cover),hello_happy_world__175,0.74,2.062,161.5,243.0,0,157|161|157|161|157|161
635,roselia,ヒバナ -Reloaded- (Cover),roselia__635,0.74,2.000,99.4,205.3,0,99|99|99|99|99|99
16,afterglow,COMIC PANIC!!!,afterglow__016,0.73,2.083,107.7,280.5,0,108|108|108|108|108|108
29,afterglow,Reach Out To The Truth,afterglow__029,0.73,2.000,172.3,171.5,0,172|172|172|172|172|172
202,morfonica,Angel's Ladder,morfonica__202,0.73,2.000,99.4,253.4,0,99|99|99|99|99|99
344,pastel_palettes,Y.O.L.O！！！！！(パスパレver.),pastel_palettes__344,0.73,2.083,107.7,268.9,0,108|108|108|108|108|108
46,afterglow,メンタルチェンソー (Cover),afterglow__046,0.72,2.429,92.3,177.4,0,92|92|92|92|92|92
149,hello_happy_world,Listen to Smile!,hello_happy_world__149,0.72,2.050,129.2,244.2,0,129|129|129|129|129|129
576,roselia,Legendary,roselia__576,0.72,2.000,143.6,292.0,0,144|144|144|144|144|144
105,various_artists,CiRCLE THANKS MUSiC♪,various_artists__105,0.71,1.909,123.0,313.7,0,123|123|123|123|123|123
176,hello_happy_world,SHINY DAYS (Cover),hello_happy_world__176,0.70,1.917,107.7,262.6,0,108|108|108|108|108|108
177,hello_happy_world,シルエット (Cover),hello_happy_world__177,0.70,2.000,92.3,241.0,0,92|92|92|92|92|92
371,pastel_palettes,花ハ踊レヤいろはにほ (Cover),pastel_palettes__371,0.70,2.000,161.5,251.1,0,161|161|161|161|161|161
110,hello_happy_world,YAPPY! SCHOOL CARNIVAL☆彡,hello_happy_world__110,0.69,2.000,172.3,235.2,0,172|172|172|172|172|172
600,roselia,THE HISTORIC...,roselia__600,0.69,2.000,172.3,271.3,0,172|172|172|172|172|172
43,afterglow,花笑みのデュオ,afterglow__043,0.67,2.000,99.4,250.3,0,99|99|99|99|99|99
238,mugendai_mutype,どんがらがっしゃん,mugendai_mutype__238,0.66,2.000,129.2,196.5,0,129|129|129|129|129|129
414,poppin_party,夏のドーン！,poppin_party__414,0.66,2.000,161.5,221.3,0,161|161|161|161|161|161
518,raise_a_suilen,パスパレボリューションず☆,raise_a_suilen__518,0.66,2.000,172.3,231.7,0,172|172|172|172|172|172
203,morfonica,One step at a time,morfonica__203,0.65,2.000,172.3,263.7,0,172|172|172|172|172|172
502,raise_a_suilen,V.I.P MONSTER,raise_a_suilen__502,0.65,2.000,172.3,241.9,0,172|172|172|172|172|172
537,raise_a_suilen,FIVE as ONE,raise_a_suilen__537,0.65,1.929,95.7,255.2,0,96|96|96|96|92|96
137,hello_happy_world,オレンジ,hello_happy_world__137,0.64,2.056,139.7,278.4,0,140|140|140|140|140|144
245,mugendai_mutype,テレパシー,mugendai_mutype__245,0.64,1.933,178.2,254.0,0,178|178|178|178|178|178
274,mygo,明弦音,mygo__274,0.64,2.000,92.3,243.9,0,92|92|92|92|92|92
362,pastel_palettes,Fantastic future (Cover),pastel_palettes__362,0.64,2.000,172.3,246.9,0,172|172|172|172|172|172
313,pastel_palettes,パスパレボリューションず☆,pastel_palettes__313,0.63,2.000,172.3,231.3,0,172|172|172|172|172|172
531,raise_a_suilen,BERSER-KEY,raise_a_suilen__531,0.63,2.000,117.5,231.0,0,117|117|117|117|117|117
59,afterglow,プライド革命 (Cover),afterglow__059,0.62,2.000,92.3,238.5,0,92|92|92|92|92|92
405,poppin_party,Returns,poppin_party__405,0.62,2.000,92.3,323.2,0,92|92|92|92|92|92
543,raise_a_suilen,Bad Kids All Bet,raise_a_suilen__543,0.62,1.533,172.3,228.2,0,172|172|172|172|172|172
270,mygo,無路矢,mygo__270,0.61,2.000,117.5,222.9,0,117|117|117|117|117|117
425,poppin_party,DOKI DOKI SCARY,poppin_party__425,0.61,2.000,143.6,240.4,0,144|144|144|144|144|144
580,roselia,軌跡,roselia__580,0.61,2.000,172.3,312.5,0,172|172|172|172|172|172
254,mugendai_mutype,限界現実サバイブ天使,mugendai_mutype__254,0.60,1.929,92.3,196.0,0,92|92|92|92|92|92
573,roselia,陽だまりロードナイト,roselia__573,0.60,2.000,143.6,289.8,0,144|144|144|144|144|144
146,hello_happy_world,やっほー！いっぽ！わんだふぉー！,hello_happy_world__146,0.59,2.062,161.5,212.3,0,161|161|161|157|161|161
199,morfonica,Fateful...,morfonica__199,0.59,1.950,132.5,286.8,0,129|133|133|133|133|133
225,morfonica,かくれんぼ (Cover),morfonica__225,0.59,2.071,92.3,298.7,0,92|92|92|178|92|178
360,pastel_palettes,secret base ～君がくれたもの～ (Cover),pastel_palettes__360,0.59,2.000,143.6,322.0,0,144|144|144|144|144|144
625,roselia,VIOLET LINE,roselia__625,0.59,2.000,99.4,290.7,0,99|99|99|99|99|99
166,hello_happy_world,回レ！雪月花 (Cover),hello_happy_world__166,0.57,2.000,161.5,234.8,0,161|161|161|161|161|161
150,hello_happy_world,スマイリーキャロル,hello_happy_world__150,0.56,1.091,107.7,247.1,0,108|108|108|108|108|108
373,pastel_palettes,徒花ネクロマンシー (Cover),pastel_palettes__373,0.56,2.000,172.3,242.7,0,172|172|172|172|172|172
107,hello_happy_world,ハイファイブ∞あどべんちゃっ,hello_happy_world__107,0.55,2.000,99.4,272.4,0,99|99|99|99|99|99
200,morfonica,ティリカモニカリラ,morfonica__200,0.54,2.056,139.7,204.1,0,144|140|144|140|140|136
428,poppin_party,ぽっぴん'どりーむ！,poppin_party__428,0.52,2.000,99.4,269.8,0,99|99|99|99|99|99
327,pastel_palettes,ドリームパレード,pastel_palettes__327,0.51,2.000,172.3,234.7,0,172|172|172|172|172|172
539,raise_a_suilen,Takin' my Heart (English),raise_a_suilen__539,0.51,2.000,92.3,285.0,0,92|92|92|92|92|92
184,morfonica,カラフルリバティー,morfonica__184,0.50,2.000,92.3,218.8,0,92|92|92|92|92|92
302,pastel_palettes,ワクワクmeetsトリップ,pastel_palettes__302,0.49,2.000,136.0,247.3,0,136|136|136|136|136|136
417,poppin_party,切ないSandglass,poppin_party__417,0.49,2.000,92.3,246.5,0,92|92|92|92|92|92
273,mygo,歩拾道,mygo__273,0.48,2.000,129.2,260.3,0,129|129|129|129|129|129
147,hello_happy_world,とーくとぅみー・とーくとぅゆー,hello_happy_world__147,0.46,2.000,136.0,208.6,0,136|136|136|136|136|136
295,mygo,過去を喰らう (Cover),mygo__295,0.46,2.000,92.3,240.5,0,92|92|92|92|92|92
353,pastel_palettes,金曜日のおはよう (Cover),pastel_palettes__353,0.46,1.529,152.0,241.7,0,152|152|152|152|152|152
395,poppin_party,夏空 SUN! SUN! SEVEN! ～Popipa Acoustic Ver.～,poppin_party__395,0.46,2.000,161.5,299.9,0,161|161|161|161|161|161
396,poppin_party,STAR BEAT!～ホシノコドウ～ ～Popipa Acoustic Ver.～,poppin_party__396,0.45,1.933,172.3,327.7,0,172|172|172|172|172|172
52,afterglow,CHAINSAW BLOOD (Cover),afterglow__052,0.44,1.944,147.7,203.1,0,148|144|148|144|148|148
165,hello_happy_world,いーあるふぁんくらぶ (Cover),hello_happy_world__165,0.44,2.000,143.6,239.7,0,144|144|144|144|144|144
337,pastel_palettes,Radiate Warriors,pastel_palettes__337,0.42,2.000,129.2,240.3,0,129|129|129|129|129|129
126,hello_happy_world,おもいでイルミネーション,hello_happy_world__126,0.41,1.938,161.5,252.7,0,161|161|161|161|161|161
24,afterglow,Crow Song,afterglow__024,0.40,2.000,172.3,244.2,0,172|172|172|172|172|172
568,raise_a_suilen,DEPARTURES (Cover),raise_a_suilen__568,0.40,2.000,99.4,332.9,0,99|99|99|99|99|99
157,hello_happy_world,強風オールバック (Cover),hello_happy_world__157,0.39,2.000,136.0,135.1,0,136|136|136|136|136|136
60,afterglow,命に嫌われている。 (Cover),afterglow__060,0.37,2.000,99.4,274.1,0,99|99|99|99|99|99
197,morfonica,両翼のBrilliance,morfonica__197,0.37,2.000,172.3,239.8,0,172|172|172|172|172|172
542,raise_a_suilen,RUNAWAY STAR,raise_a_suilen__542,0.37,2.000,99.4,228.9,0,99|99|99|99|99|99
211,morfonica,Portray Empathy,morfonica__211,0.36,2.000,172.3,253.3,0,172|172|172|172|172|172
217,morfonica,音がえしのセレナーデ,morfonica__217,0.36,2.000,92.3,301.8,0,92|92|92|92|92|92
325,pastel_palettes,そばかす,pastel_palettes__325,0.36,2.000,172.3,250.6,0,172|172|172|172|172|172
496,raise_a_suilen,Takin’ my Heart,raise_a_suilen__496,0.36,2.000,92.3,286.9,0,92|92|92|92|92|92
119,hello_happy_world,きらっ☆と キミフェス！,hello_happy_world__119,0.35,2.000,129.2,231.1,0,129|129|129|129|129|129
104,various_artists,"Here, the world",various_artists__104,0.34,2.000,123.0,263.2,0,123|123|123|123|123|123
139,hello_happy_world,ン・パカマーチ,hello_happy_world__139,0.32,2.000,117.5,156.0,0,117|117|117|117|117|117
161,hello_happy_world,ドレミファロンド (Cover),hello_happy_world__161,0.32,1.952,123.0,200.6,0,123|123|123|123|123|123
170,hello_happy_world,Dragon Night (Cover),hello_happy_world__170,0.32,2.000,123.0,228.7,0,123|123|123|123|123|123
355,pastel_palettes,可愛くてごめん (Cover),pastel_palettes__355,0.32,2.000,161.5,220.3,0,161|161|161|161|161|161
49,afterglow,カゲロウデイズ (Cover),afterglow__049,0.29,2.000,99.4,233.7,0,99|99|99|99|99|99
67,afterglow,ベノム (Cover),afterglow__067,0.29,2.000,152.0,198.5,0,152|152|152|152|152|152
64,afterglow,COLORS (Cover),afterglow__064,0.24,2.000,136.0,218.8,0,136|136|136|136|136|136
113,hello_happy_world,ゴーカ！ごーかい！？ファントムシーフ！,hello_happy_world__113,0.21,2.000,107.7,219.8,0,108|108|108|108|108|108
345,pastel_palettes,奏（かなで） (Cover),pastel_palettes__345,0.20,2.000,152.0,294.4,0,152|152|152|152|152|152
86,ave_mujica,Symbol II : Air,ave_mujica__086,0.15,2.000,99.4,212.8,0,99|99|99|99|99|99
44,afterglow,READY STEADY GO (Cover),afterglow__044,0.14,2.000,143.6,221.3,0,144|144|144|144|144|144
358,pastel_palettes,ルカルカ★ナイトフィーバー (Cover),pastel_palettes__358,0.14,2.000,161.5,242.0,0,161|161|161|161|161|161
128,hello_happy_world,ハピネスっ！ハピィーマジカルっ♪,hello_happy_world__128,0.13,2.000,92.3,210.6,0,92|92|92|92|92|92
85,ave_mujica,Symbol I : △,ave_mujica__085,0.12,2.000,117.5,312.2,0,117|117|117|117|117|117
